date,delay,distance,origin,destination
2001-03-28 09:50:00,0,787,MCO,BWI
2001-03-04 13:52:00,-10,2106,LAS,BWI
2001-01-26 14:08:00,2,1363,LAX,MCI
2001-01-24 21:00:00,-12,337,OAK,LAX
2001-02-03 12:14:00,-3,543,OAK,PDX
2001-03-29 20:26:00,30,479,PDX,SMF
2001-02-11 16:47:00,12,192,SAT,HOU
2001-01-09 11:50:00,-2,997,TPA,MDW
2001-03-13 17:10:00,-5,528,AUS,ELP
2001-03-06 13:30:00,-7,281,BWI,BUF
2001-03-25 13:35:00,22,758,PBI,BNA
2001-02-07 15:27:00,7,345,RNO,LAS
2001-01-21 12:40:00,-8,759,ABQ,HOU
2001-03-08 22:10:00,-3,283,BWI,BDL
2001-01-26 11:52:00,25,444,PDX,RNO
2001-02-07 07:25:00,14,229,IND,STL
2001-03-11 11:45:00,5,328,PHX,ABQ
2001-02-11 11:50:00,4,328,PVD,BWI
2001-02-18 11:19:00,-4,1020,PHX,HOU
2001-03-03 10:25:00,1,480,SMF,SAN
2001-02-19 17:52:00,40,647,SMF,PHX
2001-03-27 21:10:00,-5,369,BUR,PHX
2001-01-04 18:17:00,7,417,SAN,SJC
2001-02-03 10:25:00,-9,480,SAN,SMF
2001-03-27 13:00:00,-7,361,OAK,ONT
2001-03-23 07:30:00,-3,239,DAL,HOU
2001-01-10 21:25:00,0,487,TPA,MSY
2001-02-11 13:15:00,-5,224,GEG,SEA
2001-01-17 19:34:00,-2,993,AUS,MCO
2001-02-26 07:00:00,-2,296,BUR,SJC
2001-03-31 20:20:00,-5,718,SDF,MCO
2001-01-23 17:16:00,9,333,SJC,ONT
2001-02-24 13:05:00,1,361,OAK,ONT
2001-02-14 17:36:00,36,446,OAK,SAN
2001-01-17 18:10:00,-23,1073,MCO,ALB
2001-03-19 21:52:00,1,303,MSY,HOU
2001-01-30 08:55:00,-8,303,MSY,HOU
2001-03-04 08:20:00,35,550,MCO,MSY
2001-02-01 16:40:00,-2,371,SNA,OAK
2001-01-06 19:15:00,105,446,SAN,OAK
2001-03-20 09:00:00,-4,520,BOI,LAS
2001-03-14 21:32:00,55,677,HOU,ELP
2001-02-13 11:20:00,3,796,LAS,MAF
2001-01-07 21:30:00,3,407,OAK,LAS
2001-03-01 17:50:00,2,417,SJC,SAN
2001-01-14 12:07:00,24,345,LAS,RNO
2001-01-03 15:30:00,-2,337,LAX,OAK
2001-03-12 12:30:00,22,347,PHX,ELP
2001-01-23 21:50:00,-5,293,DAL,LBB
2001-01-10 08:20:00,-1,480,SMF,SAN
2001-01-24 10:12:00,37,324,DAL,AMA
2001-01-09 16:25:00,-5,192,SAT,HOU
2001-01-26 20:10:00,38,487,CLE,STL
2001-03-26 10:50:00,0,223,BUR,LAS
2001-01-24 15:47:00,81,223,MCI,TUL
2001-02-27 11:20:00,2,1246,BWI,HOU
2001-01-29 17:30:00,8,328,BWI,PVD
2001-03-03 17:55:00,0,1521,LAS,MDW
2001-03-20 08:15:00,12,1751,SAN,BNA
2001-03-06 08:40:00,-13,318,JAX,FLL
2001-03-24 12:00:00,-5,663,BWI,JAX
2001-03-13 09:05:00,13,189,AUS,DAL
2001-01-09 06:50:00,-6,181,OKC,DAL
2001-01-29 10:00:00,12,775,LAS,LBB
2001-02-14 13:59:00,20,197,TPA,FLL
2001-02-03 13:35:00,0,251,MDW,STL
2001-02-28 16:30:00,-8,287,GEG,BOI
2001-03-12 11:10:00,-6,237,DAL,TUL
2001-01-28 11:47:00,-5,395,MDW,BNA
2001-03-02 16:37:00,40,371,OAK,SNA
2001-02-09 14:40:00,63,197,LAS,ONT
2001-01-15 21:00:00,6,108,PVD,ISP
2001-01-05 18:05:00,-5,308,LAX,SJC
2001-02-02 07:00:00,-10,370,PHX,LAX
2001-03-19 15:45:00,-8,224,SEA,GEG
2001-02-05 14:20:00,-7,440,DTW,STL
2001-03-26 13:50:00,-5,907,PVD,BNA
2001-03-24 17:25:00,-5,2106,BWI,LAS
2001-02-05 11:25:00,-8,303,HOU,MSY
2001-02-09 07:30:00,-18,787,BWI,MCO
2001-01-28 10:31:00,0,580,ABQ,DAL
2001-01-21 21:50:00,-5,621,SJC,PHX
2001-02-14 19:36:00,15,616,BNA,MCO
2001-01-19 20:55:00,-5,217,DAL,IAH
2001-03-01 20:50:00,-11,318,JAX,FLL
2001-01-23 12:20:00,0,293,DAL,LBB
2001-03-02 09:30:00,-5,487,ABQ,LAS
2001-02-01 07:00:00,-8,1506,SDF,PHX
2001-03-09 17:26:00,12,405,MCI,MDW
2001-02-22 06:45:00,0,647,SMF,PHX
2001-02-21 08:55:00,-5,308,SJC,LAX
2001-03-23 18:19:00,9,197,LAS,ONT
2001-02-11 19:20:00,17,197,FLL,TPA
2001-01-27 21:15:00,-6,281,BWI,BUF
2001-02-02 09:35:00,-22,907,BNA,PVD
2001-02-18 13:15:00,-5,296,LIT,DAL
2001-02-12 15:20:00,-6,254,SDF,STL
2001-03-26 07:05:00,-5,142,PBI,MCO
2001-01-04 08:55:00,-7,233,SAT,HRL
2001-03-22 07:55:00,-4,457,BNA,DTW
2001-03-16 12:49:00,39,313,MCI,OKC
2001-03-01 14:25:00,22,1489,PHX,IND
2001-02-22 11:55:00,-6,397,SMF,LAS
2001-01-26 13:33:00,52,395,MDW,BNA
2001-02-09 10:10:00,4,528,AUS,ELP
2001-01-19 08:30:00,3,342,SNA,SJC
2001-02-07 12:40:00,9,480,SAN,SMF
2001-02-23 07:45:00,-6,197,FLL,TPA
2001-03-04 20:23:00,10,1044,MCI,PHX
2001-01-18 07:30:00,0,673,FLL,MSY
2001-03-06 11:40:00,16,630,PDX,SLC
2001-03-26 17:05:00,-4,377,MHT,BWI
2001-02-05 21:30:00,-17,370,PHX,LAX
2001-01-05 15:10:00,-7,248,DAL,SAT
2001-02-08 20:08:00,25,347,PHX,ELP
2001-01-08 12:53:00,7,178,FLL,MCO
2001-03-08 07:25:00,-2,491,MCI,BNA
2001-03-09 20:08:00,40,1236,MCI,MHT
2001-02-23 16:12:00,40,237,TUL,DAL
2001-01-26 08:50:00,-5,189,AUS,DAL
2001-02-09 07:39:00,2,181,OKC,DAL
2001-02-15 09:25:00,-5,453,HOU,TUL
2001-03-14 17:20:00,-3,345,RNO,LAS
2001-02-22 17:30:00,-5,178,FLL,MCO
2001-03-01 18:45:00,12,229,STL,IND
2001-03-18 06:30:00,-8,281,BUF,BWI
2001-03-09 07:00:00,-5,358,BUR,SMF
2001-01-10 06:40:00,2,437,DAL,MSY
2001-03-13 08:35:00,-10,361,OAK,ONT
2001-03-13 10:52:00,22,405,MDW,MCI
2001-02-19 18:58:00,80,308,LAX,SJC
2001-03-20 22:02:00,17,373,LAX,SMF
2001-03-17 11:35:00,90,229,DTW,MDW
2001-02-25 13:50:00,4,197,ONT,LAS
2001-02-27 06:15:00,10,838,MHT,MDW
2001-01-31 17:20:00,-17,697,SEA,SJC
2001-03-02 16:15:00,7,258,LAS,SAN
2001-03-25 11:00:00,1,256,LAS,PHX
2001-03-30 06:30:00,-5,543,OAK,PDX
2001-02-12 18:11:00,6,333,ONT,SJC
2001-03-29 15:55:00,-10,590,SLC,LAX
2001-02-23 19:13:00,22,562,DAL,ELP
2001-02-12 18:30:00,-1,293,DAL,LBB
2001-03-05 07:30:00,0,337,LAX,OAK
2001-02-05 09:10:00,-15,570,BHM,HOU
2001-03-19 18:08:00,20,605,SMF,SEA
2001-02-17 21:55:00,-10,550,MSY,MCO
2001-02-04 23:10:00,0,256,LAS,PHX
2001-03-23 14:35:00,5,1246,HOU,BWI
2001-03-27 14:52:00,23,1246,HOU,BWI
2001-01-26 17:40:00,5,295,LBB,ELP
2001-01-26 06:30:00,0,237,MCI,STL
2001-03-17 10:08:00,22,303,MSY,HOU
2001-02-06 17:00:00,-8,223,TUL,MCI
2001-01-25 10:00:00,7,370,LAX,PHX
2001-02-16 14:10:00,25,256,LAS,PHX
2001-01-22 18:35:00,-4,407,LAS,OAK
2001-03-06 18:10:00,0,256,PHX,LAS
2001-01-23 10:05:00,-7,321,MSY,BHM
2001-02-11 21:30:00,0,687,STL,HOU
2001-01-05 08:24:00,14,462,STL,OKC
2001-01-23 18:10:00,-7,714,LAX,ELP
2001-03-28 16:50:00,-5,256,PHX,LAS
2001-01-23 18:40:00,0,239,HOU,DAL
2001-01-10 17:18:00,0,321,MSY,BHM
2001-01-31 13:15:00,-4,288,ALB,BWI
2001-01-07 09:20:00,0,276,HRL,HOU
2001-02-14 20:55:00,-3,174,TPA,PBI
2001-03-18 14:43:00,8,370,PHX,LAX
2001-03-28 06:40:00,5,188,SJC,RNO
2001-03-01 06:55:00,0,342,SJC,SNA
2001-02-20 18:12:00,-3,446,OAK,SAN
2001-01-02 21:35:00,22,569,SJC,PDX
2001-01-10 17:10:00,4,181,DAL,OKC
2001-02-08 18:03:00,15,276,HOU,HRL
2001-01-31 06:45:00,-4,1959,OAK,BNA
2001-03-24 14:50:00,-5,580,DAL,ABQ
2001-02-13 16:35:00,12,718,MCI,ABQ
2001-03-17 07:35:00,6,852,BDL,BNA
2001-01-04 12:05:00,-2,1235,HOU,LAS
2001-03-21 21:15:00,-7,287,BOI,GEG
2001-01-30 14:00:00,-2,224,GEG,SEA
2001-01-24 11:30:00,0,308,LAX,SJC
2001-03-19 17:30:00,-6,220,ISP,BWI
2001-02-14 20:15:00,-8,187,CRP,HOU
2001-01-10 20:09:00,14,453,TUL,HOU
2001-03-29 12:14:00,-10,1069,LAS,SAT
2001-01-10 08:40:00,-5,229,DTW,MDW
2001-03-07 18:45:00,-6,217,DAL,IAH
2001-01-09 13:00:00,-18,1069,SAT,LAS
2001-02-25 12:20:00,10,361,OAK,ONT
2001-01-06 21:00:00,-1,389,SMF,ONT
2001-02-23 18:17:00,40,220,ISP,BWI
2001-01-06 06:50:00,-3,390,LAX,RNO
2001-02-05 09:13:00,15,255,BWI,RDU
2001-02-06 18:55:00,3,562,DAL,ELP
2001-03-18 21:05:00,30,337,OAK,LAX
2001-01-12 08:45:00,2,588,OAK,SLC
2001-03-03 18:40:00,34,325,BUR,OAK
2001-02-14 16:20:00,36,651,SFO,PHX
2001-03-02 23:42:00,35,236,LAX,LAS
2001-02-15 09:40:00,3,520,LAS,BOI
2001-03-08 14:00:00,-5,284,MDW,CMH
2001-01-29 18:27:00,23,337,OAK,LAX
2001-03-10 19:30:00,0,223,BUR,LAS
2001-03-23 20:57:00,5,345,RNO,LAS
2001-01-24 15:25:00,-7,564,SEA,RNO
2001-01-10 18:10:00,3,148,HOU,AUS
2001-03-13 10:05:00,6,1301,PHX,MSY
2001-03-24 18:40:00,0,550,MCO,MSY
2001-03-21 11:43:00,-5,351,STL,TUL
2001-01-23 12:45:00,-5,487,MSY,TPA
2001-02-09 11:21:00,-2,197,ONT,LAS
2001-01-14 17:55:00,32,368,SLC,LAS
2001-03-17 16:03:00,1,407,OAK,LAS
2001-03-13 06:45:00,5,460,TPA,BHM
2001-03-15 06:30:00,7,303,MSY,HOU
2001-01-10 21:55:00,103,417,SAN,SJC
2001-02-12 08:00:00,3,251,MDW,STL
2001-03-17 16:55:00,-17,236,LAS,LAX
2001-03-09 19:28:00,0,293,LBB,DAL
2001-02-11 21:06:00,19,256,LAS,PHX
2001-02-22 12:15:00,-3,543,OAK,PDX
2001-02-26 07:05:00,-2,727,TPA,SDF
2001-02-18 09:55:00,-15,303,MSY,HOU
2001-01-11 21:30:00,-6,239,DAL,HOU
2001-02-26 12:48:00,26,256,PHX,LAS
2001-01-16 13:00:00,4,189,DAL,AUS
2001-03-13 12:15:00,0,180,OAK,RNO
2001-02-10 07:25:00,-2,224,SEA,GEG
2001-02-22 14:30:00,33,397,SMF,LAS
2001-01-02 19:35:00,-15,628,ABQ,SAN
2001-02-03 06:25:00,-5,446,OAK,SAN
2001-03-08 16:54:00,13,437,MSY,DAL
2001-01-05 13:50:00,5,584,LAS,ELP
2001-01-03 11:00:00,22,337,OAK,LAX
2001-02-04 07:00:00,-7,256,PHX,LAS
2001-02-08 12:20:00,-10,1142,MCO,MHT
2001-01-07 08:00:00,-13,612,BNA,TPA
2001-01-08 11:10:00,-25,399,BOI,SEA
2001-02-07 15:55:00,16,314,BWI,CLE
2001-02-10 07:10:00,-9,842,TPA,BWI
2001-02-25 14:30:00,4,178,FLL,MCO
2001-01-19 20:50:00,14,612,BNA,TPA
2001-01-23 16:07:00,10,192,HOU,SAT
2001-02-02 14:10:00,-9,670,HOU,BNA
2001-01-31 09:55:00,-19,687,HOU,STL
2001-03-27 19:10:00,9,1140,LAS,MCI
2001-01-27 14:50:00,3,174,PBI,TPA
2001-03-21 22:37:00,35,304,PHX,SAN
2001-01-02 19:45:00,45,493,ABQ,SLC
2001-02-02 08:25:00,12,448,BNA,CLE
2001-02-19 20:16:00,25,328,ABQ,PHX
2001-01-26 08:14:00,2,367,SAN,TUS
2001-03-28 06:15:00,-5,239,DAL,HOU
2001-02-11 11:47:00,-2,258,LAS,SAN
2001-01-21 19:05:00,10,304,SAN,PHX
2001-01-06 18:20:00,21,256,LAS,PHX
2001-03-23 14:15:00,-12,1342,AUS,BWI
2001-03-25 11:00:00,-15,796,LAS,MAF
2001-02-27 16:35:00,-5,325,BUR,OAK
2001-02-20 10:40:00,8,708,IND,MSY
2001-01-02 16:20:00,3,630,PDX,SLC
2001-01-19 13:40:00,55,344,PDX,BOI
2001-01-02 14:28:00,14,580,ABQ,DAL
2001-02-11 08:00:00,-6,689,SEA,SLC
2001-01-29 12:20:00,63,687,STL,HOU
2001-01-08 14:40:00,45,584,LAS,ELP
2001-03-20 13:15:00,-10,288,ALB,BWI
2001-03-18 13:43:00,26,478,BHM,MCO
2001-01-25 08:05:00,-4,314,BWI,CLE
2001-03-19 15:15:00,-2,254,STL,SDF
2001-01-09 09:25:00,-5,829,CMH,TPA
2001-02-23 07:50:00,-7,174,PBI,TPA
2001-01-13 15:40:00,-7,520,BOI,LAS
2001-03-13 21:35:00,22,258,LAS,SAN
2001-03-20 08:50:00,5,189,DAL,AUS
2001-03-26 20:30:00,4,337,LAX,OAK
2001-01-08 14:50:00,-11,313,MCI,OKC
2001-02-06 20:00:00,0,487,ABQ,LAS
2001-02-16 14:41:00,15,370,PHX,LAX
2001-01-01 19:11:00,10,296,DAL,LIT
2001-01-27 11:45:00,70,258,LAS,SAN
2001-01-09 20:35:00,-5,303,HOU,MSY
2001-01-04 15:55:00,11,507,PHX,SLC
2001-03-02 09:24:00,-1,446,OAK,SAN
2001-01-07 08:00:00,-5,148,HOU,AUS
2001-01-25 14:20:00,7,1448,BNA,PHX
2001-02-02 14:55:00,18,842,BWI,TPA
2001-02-01 12:40:00,-10,1072,MCI,MCO
2001-01-07 14:37:00,55,447,SAN,SFO
2001-03-16 10:35:00,-4,180,RNO,OAK
2001-03-11 08:40:00,-16,479,PDX,SMF
2001-03-09 20:28:00,22,337,LAX,OAK
2001-02-09 11:55:00,0,277,ABQ,AMA
2001-02-13 15:05:00,49,236,LAX,LAS
2001-01-31 15:15:00,-20,1521,MDW,LAS
2001-01-17 18:30:00,-13,972,SAT,TPA
2001-02-12 08:20:00,5,335,RNO,BOI
2001-01-30 15:15:00,8,386,LAS,SJC
2001-02-02 07:25:00,-10,651,PHX,SFO
2001-01-02 20:04:00,46,337,OAK,LAX
2001-03-05 09:05:00,-5,192,SAT,HOU
2001-03-12 11:50:00,-3,390,LAX,RNO
2001-03-17 18:07:00,2,370,PHX,LAX
2001-03-15 07:30:00,-3,192,SAT,HOU
2001-02-10 10:15:00,0,187,HOU,CRP
2001-02-07 19:10:00,-5,390,RNO,LAX
2001-02-06 08:05:00,-10,1073,ALB,MCO
2001-02-02 06:40:00,-13,496,SAT,ELP
2001-03-02 08:50:00,-6,447,SFO,SAN
2001-01-09 18:35:00,3,759,ABQ,HOU
2001-02-16 16:38:00,19,328,ABQ,PHX
2001-03-13 12:04:00,5,281,BUF,BWI
2001-03-30 10:40:00,-1,440,DTW,STL
2001-03-04 13:17:00,15,303,MSY,HOU
2001-02-15 20:50:00,-5,443,BNA,RDU
2001-03-26 10:31:00,4,480,SMF,SAN
2001-01-06 12:12:00,-13,1235,HOU,LAS
2001-01-11 16:35:00,-11,937,MDW,HOU
2001-03-20 14:30:00,-5,446,OAK,SAN
2001-03-28 12:40:00,-1,759,ABQ,HOU
2001-03-03 10:10:00,-13,341,AUS,LBB
2001-03-31 08:10:00,-6,236,LAX,LAS
2001-03-18 19:05:00,30,1069,LAS,SAT
2001-03-25 09:25:00,-5,180,OAK,RNO
2001-03-28 19:48:00,24,189,DAL,AUS
2001-03-01 18:40:00,5,448,CLE,BNA
2001-01-11 15:38:00,20,369,BUR,PHX
2001-01-02 09:30:00,-8,281,BUF,BWI
2001-01-28 16:10:00,2,611,MDW,BWI
2001-01-20 11:30:00,-3,787,MCO,BWI
2001-02-06 20:35:00,-13,611,MDW,BWI
2001-03-08 19:10:00,-10,323,BHM,SDF
2001-03-05 16:50:00,-5,342,SJC,SNA
2001-02-26 20:50:00,-6,410,STL,CMH
2001-01-19 17:00:00,-4,370,PHX,LAX
2001-02-25 08:50:00,-8,251,STL,MDW
2001-01-30 07:05:00,-12,677,LAX,ABQ
2001-02-06 08:35:00,-7,325,OAK,BUR
2001-02-09 16:25:00,32,803,ISP,BNA
2001-02-07 16:40:00,12,803,ISP,BNA
2001-01-30 09:50:00,-4,601,PHX,RNO
2001-03-17 16:06:00,-3,251,MDW,STL
2001-03-08 22:24:00,-1,368,LAS,SLC
2001-03-08 18:45:00,-2,852,BNA,BDL
2001-01-18 19:15:00,-24,1236,MCI,MHT
2001-03-26 08:15:00,18,321,BHM,MSY
2001-03-31 18:10:00,-9,386,LAS,SJC
2001-01-27 09:05:00,-9,444,PDX,RNO
2001-02-22 12:25:00,36,714,LAX,ELP
2001-02-05 07:00:00,-3,296,BUR,SJC
2001-01-10 09:25:00,-36,1977,BNA,SEA
2001-03-10 13:20:00,-5,197,FLL,TPA
2001-02-17 19:35:00,0,308,LAX,SJC
2001-03-18 22:10:00,-1,423,OMA,MDW
2001-01-19 11:05:00,17,1246,BWI,HOU
2001-03-10 13:02:00,2,666,JAN,MDW
2001-02-18 11:40:00,-7,237,TUL,DAL
2001-03-10 10:10:00,-4,419,OKC,HOU
2001-01-07 12:07:00,14,188,RNO,SJC
2001-01-05 08:23:00,1,1588,LAS,BNA
2001-02-06 15:20:00,0,405,MDW,MCI
2001-01-26 14:15:00,47,611,BWI,MDW
2001-02-20 22:15:00,-2,423,OMA,MDW
2001-01-28 08:00:00,-2,303,MSY,HOU
2001-03-14 07:05:00,0,588,OAK,SLC
2001-03-09 19:44:00,47,321,BHM,MSY
2001-03-11 17:45:00,12,197,FLL,TPA
2001-03-14 15:00:00,0,319,MAF,DAL
2001-01-08 12:10:00,-5,192,SAT,HOU
2001-01-30 16:15:00,6,448,CLE,BNA
2001-02-26 20:00:00,-5,446,SAN,OAK
2001-01-21 16:20:00,31,907,PVD,BNA
2001-01-09 09:00:00,12,520,BOI,LAS
2001-01-11 08:58:00,30,520,BOI,LAS
2001-02-17 09:40:00,-5,479,SMF,PDX
2001-02-04 09:05:00,3,487,MSY,TPA
2001-01-18 23:10:00,-10,251,STL,MDW
2001-01-26 18:35:00,-5,174,TPA,PBI
2001-02-21 06:25:00,-14,689,SLC,SEA
2001-03-20 14:25:00,26,332,ABQ,MAF
2001-01-16 13:45:00,36,180,OAK,RNO
2001-01-25 17:35:00,-3,271,SDF,MDW
2001-03-21 19:30:00,-12,687,HOU,STL
2001-03-09 21:21:00,1,255,BWI,RDU
2001-02-25 08:10:00,0,389,SMF,ONT
2001-03-16 21:57:00,13,325,BUR,OAK
2001-01-07 20:55:00,50,239,DAL,HOU
2001-01-29 12:00:00,0,239,HOU,DAL
2001-01-22 17:10:00,-2,307,MDW,CLE
2001-02-09 17:20:00,19,423,OMA,MDW
2001-03-02 12:35:00,19,564,RNO,SEA
2001-03-02 18:15:00,-8,612,TPA,BNA
2001-03-24 16:25:00,3,188,RNO,SJC
2001-02-23 13:55:00,10,1020,HOU,PHX
2001-02-05 17:55:00,-32,1599,MSY,SAN
2001-03-27 21:47:00,5,369,PHX,BUR
2001-02-20 09:55:00,-8,291,SLC,BOI
2001-01-11 20:22:00,67,276,HOU,HRL
2001-01-04 17:30:00,0,337,OAK,LAX
2001-01-10 12:38:00,25,223,ELP,ABQ
2001-03-11 09:25:00,-1,224,SEA,GEG
2001-01-23 09:30:00,-10,487,ABQ,LAS
2001-02-28 20:55:00,130,304,PHX,SAN
2001-03-20 19:48:00,35,611,BWI,MDW
2001-03-29 09:15:00,0,197,FLL,TPA
2001-02-25 23:06:00,178,296,SJC,BUR
2001-03-28 12:05:00,20,737,BWI,STL
2001-01-26 11:55:00,-12,972,MCO,ISP
2001-02-24 10:45:00,-7,758,BNA,PBI
2001-01-18 07:20:00,-6,1489,OAK,MCI
2001-01-16 09:25:00,-10,588,BNA,BWI
2001-03-17 13:25:00,-8,480,SMF,SAN
2001-03-29 15:17:00,4,342,SNA,SJC
2001-01-18 10:50:00,-3,342,SNA,SJC
2001-02-27 18:10:00,-20,588,SLC,OAK
2001-03-04 18:40:00,27,484,BNA,JAX
2001-03-18 17:44:00,14,1497,ABQ,TPA
2001-03-29 18:30:00,-5,181,OKC,DAL
2001-03-21 14:33:00,2,177,BNA,BHM
2001-02-06 12:40:00,-10,843,SAT,PHX
2001-01-30 10:00:00,18,762,LAS,PDX
2001-02-18 09:50:00,0,293,DAL,LBB
2001-02-04 14:10:00,15,328,PHX,ABQ
2001-02-15 12:18:00,16,304,PHX,SAN
2001-01-12 19:05:00,-3,829,TPA,CMH
2001-02-02 20:45:00,5,550,MCO,MSY
2001-03-18 16:46:00,14,344,BOI,PDX
2001-03-25 12:20:00,8,1235,HOU,LAS
2001-01-21 09:15:00,-15,1242,AUS,LAX
2001-03-19 09:15:00,-15,1073,MCO,PVD
2001-02-21 15:00:00,-5,570,MDW,BHM
2001-03-12 22:55:00,0,236,LAX,LAS
2001-01-27 09:19:00,-8,304,PHX,SAN
2001-03-23 08:15:00,1,1407,BWI,SAT
2001-03-07 11:00:00,-10,180,RNO,OAK
2001-02-17 10:00:00,-5,223,BUR,LAS
2001-01-22 20:00:00,-6,347,ELP,PHX
2001-02-05 17:40:00,-12,325,PHX,ONT
2001-02-18 17:10:00,-13,588,BWI,BNA
2001-03-16 15:15:00,35,1009,PHX,PDX
2001-03-22 08:40:00,-2,229,DTW,MDW
2001-01-16 18:05:00,1,308,LAX,SJC
2001-01-15 12:12:00,14,872,AUS,PHX
2001-03-09 13:25:00,19,344,PDX,BOI
2001-03-01 14:10:00,14,1090,AUS,LAS
2001-02-11 10:35:00,13,1444,MDW,PHX
2001-02-24 22:25:00,210,229,STL,IND
2001-01-28 10:10:00,-20,1107,PHX,SEA
2001-01-18 07:41:00,7,181,OKC,DAL
2001-03-04 07:05:00,-3,443,RDU,BNA
2001-03-20 12:50:00,8,611,BWI,MDW
2001-01-27 14:00:00,23,258,LAS,SAN
2001-03-11 16:05:00,-5,178,MCO,FLL
2001-01-17 09:05:00,4,296,LIT,DAL
2001-03-15 16:08:00,47,377,BWI,MHT
2001-01-07 08:35:00,0,361,OAK,ONT
2001-03-19 21:58:00,50,333,ONT,SJC
2001-01-27 10:10:00,-5,361,OAK,ONT
2001-02-14 21:50:00,9,487,LAS,ABQ
2001-03-07 15:57:00,8,543,PDX,OAK
2001-01-07 07:20:00,-5,762,PDX,LAS
2001-02-18 08:45:00,8,296,STL,LIT
2001-01-09 06:45:00,-11,423,MDW,OMA
2001-01-30 18:40:00,-3,345,LAS,RNO
2001-03-05 08:45:00,-9,1624,LAS,SDF
2001-02-07 14:30:00,-5,328,ABQ,PHX
2001-01-25 20:50:00,-10,410,STL,CMH
2001-02-23 15:35:00,20,236,LAX,LAS
2001-03-26 06:30:00,-5,670,BNA,HOU
2001-01-29 14:40:00,-12,479,PDX,SMF
2001-03-22 07:55:00,3,283,BWI,BDL
2001-03-09 08:05:00,-1,237,STL,MCI
2001-02-08 14:50:00,-1,580,DAL,ABQ
2001-02-10 16:05:00,0,255,BWI,RDU
2001-02-22 09:10:00,-23,1442,SMF,MCI
2001-03-12 09:30:00,-5,283,BDL,BWI
2001-03-14 20:00:00,-7,337,LAX,OAK
2001-02-15 12:38:00,13,236,LAX,LAS
2001-02-20 12:00:00,0,239,HOU,DAL
2001-03-27 11:45:00,4,562,DAL,ELP
2001-03-05 08:15:00,-5,1020,HOU,PHX
2001-02-19 11:45:00,24,647,PHX,SMF
2001-02-02 17:00:00,5,239,HOU,DAL
2001-02-15 21:17:00,113,239,DAL,HOU
2001-03-21 06:30:00,-1,872,AUS,PHX
2001-03-07 06:40:00,-10,405,MCI,MDW
2001-01-13 07:00:00,-2,239,HOU,DAL
2001-03-13 19:20:00,83,321,ABQ,TUS
2001-03-01 10:20:00,-10,377,MHT,BWI
2001-02-28 13:15:00,61,197,ONT,LAS
2001-03-23 15:55:00,0,325,PHX,ONT
2001-01-22 12:05:00,-2,303,MSY,HOU
2001-03-25 08:35:00,10,451,IND,MCI
2001-01-11 17:05:00,10,443,BNA,RDU
2001-02-18 15:20:00,14,1009,PHX,PDX
2001-03-05 08:35:00,-5,325,PHX,ONT
2001-02-05 07:00:00,0,1072,MCO,MCI
2001-03-18 20:35:00,-3,296,STL,LIT
2001-02-17 07:25:00,-4,308,LAX,SJC
2001-03-17 10:55:00,-20,687,HOU,STL
2001-01-15 09:36:00,-2,314,CLE,BWI
2001-02-23 11:25:00,44,276,HOU,HRL
2001-03-14 19:35:00,29,487,ABQ,LAS
2001-02-10 08:06:00,-2,345,LAS,RNO
2001-03-26 14:45:00,3,697,SJC,SEA
2001-03-05 21:30:00,35,389,SMF,ONT
2001-03-31 11:25:00,12,446,OAK,SAN
2001-03-26 13:35:00,-2,460,TPA,BHM
2001-03-09 11:20:00,0,630,PDX,SLC
2001-03-01 15:38:00,8,687,HOU,STL
2001-01-06 10:10:00,0,237,MCI,STL
2001-01-31 21:05:00,-5,223,LAS,BUR
2001-03-16 14:25:00,80,344,PDX,BOI
2001-02-05 21:00:00,-12,677,ABQ,LAX
2001-02-26 16:30:00,-5,440,DTW,STL
2001-02-16 08:40:00,5,303,HOU,MSY
2001-01-01 15:07:00,-1,569,PDX,SJC
2001-03-26 21:22:00,14,251,MDW,STL
2001-02-12 11:15:00,7,491,BNA,MCI
2001-02-10 07:45:00,16,1455,BHM,PHX
2001-02-03 14:24:00,2,457,BNA,DTW
2001-03-26 16:55:00,-7,677,ABQ,LAX
2001-03-05 08:35:00,0,611,MDW,BWI
2001-01-18 19:00:00,-5,370,PHX,LAX
2001-01-30 17:00:00,3,1772,CMH,LAS
2001-01-17 08:55:00,0,308,SJC,LAX
2001-01-28 14:15:00,-5,457,BNA,DTW
2001-03-20 20:50:00,-20,756,BNA,AUS
2001-03-06 10:10:00,-7,422,SLC,RNO
2001-01-04 13:15:00,0,308,LAX,SJC
2001-02-02 08:52:00,7,1624,LAS,SDF
2001-03-20 15:20:00,-15,843,SAT,PHX
2001-01-11 08:00:00,-3,462,STL,OKC
2001-02-04 17:52:00,43,934,ABQ,STL
2001-01-14 11:35:00,-18,1040,SAT,MCO
2001-02-07 06:30:00,-3,281,BUF,BWI
2001-02-20 19:05:00,-1,491,BNA,MCI
2001-01-14 20:38:00,1,342,SNA,SJC
2001-01-12 08:12:00,4,251,STL,MDW
2001-02-12 15:12:00,0,446,SAN,OAK
2001-03-25 08:00:00,-5,989,MDW,MCO
2001-01-19 20:09:00,65,337,OAK,LAX
2001-02-03 15:35:00,-5,611,BWI,MDW
2001-03-05 16:30:00,10,670,HOU,BNA
2001-02-23 18:40:00,100,291,BOI,SLC
